S.NO,DATE/TIME,TYPE,FAULT,BATT VOLT,BATT CURR,LOAD VOLT,LOAD CURR,PH1_V,PH1_I,PH1_F,PH2_V,PH2_I,PH2_F,PH3_V,PH3_I,PH3_F,HS1_TEMP,BATT_TEMP,EXT_TEMP
07/22/26/ 13:35:16,EVENT,LDCV BREAKER OPN,28.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29,207,29
01/01/00/ 13:38:34,EVENT,     AC FAIL    ,28.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29,207,29
01/01/00/ 13:38:34,EVENT, AC BREAKER OPN ,28.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,29,207,29
07/24/26/ 09:21:12,EVENT, LOW DC CURRENT ,0.0,0.0,0.0,0.0,323,0.3,59.9,323,0.1,59.8,323,0.1,59.9,30,207,29
07/24/26/ 09:21:12,EVENT,    AC L3 LO    ,0.0,0.0,0.0,0.0,323,0.3,59.9,323,0.1,59.8,323,0.1,59.9,30,207,29
07/24/26/ 09:21:12,EVENT,    AC L2 LO    ,0.0,0.0,0.0,0.0,323,0.3,59.9,323,0.1,59.8,323,0.1,59.9,30,207,29
07/24/26/ 09:21:12,EVENT,    AC L1 LO    ,0.0,0.0,0.0,0.0,323,0.3,59.9,323,0.1,59.8,323,0.1,59.9,30,207,29
07/24/26/ 09:21:12,EVENT,   FLOAT MODE   ,0.0,0.0,0.0,0.0,323,0.3,59.9,323,0.1,59.8,323,0.1,59.9,30,207,29
07/24/26/ 09:21:12,EVENT,   LOW DC VOLT  ,0.0,0.0,0.0,0.0,323,0.3,59.9,323,0.1,59.8,323,0.1,59.9,30,207,29
07/24/26/ 09:21:12,EVENT,      EOD       ,0.0,0.0,0.0,0.0,323,0.3,59.9,323,0.1,59.8,323,0.1,59.9,30,207,29
07/24/26/ 09:22:03,EVENT,   CHARGER ON   ,27.9,0.0,27.6,0.0,394,0.3,59.9,394,0.4,59.9,394,0.1,59.9,30,207,29
07/24/26/ 09:22:18,EVENT,  EQUALIZE MODE ,30.9,0.0,30.5,0.0,394,0.1,59.8,394,0.4,59.8,394,0.1,59.8,30,207,29
01/01/00/ 09:32:21,EVENT,     AC FAIL    ,25.9,0.0,25.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,30,207,29
01/01/00/ 09:32:21,EVENT, AC BREAKER OPN ,25.9,0.0,25.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,30,207,29
